fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"2722","15",דן,"6400",הרצליה,51.6,"14","העצמאות,66 ",אולפנת צביה, , ,"640"
"2723","15",דן,"6400",הרצליה,70.1,"46","שמעוני דוד,1 ",תיכון היובל,כ,כ,"672"
"2724","15",דן,"6400",הרצליה,70.2,"46","שמעוני דוד,1 ",תיכון היובל, , ,"672"
"2725","15",דן,"6400",הרצליה,70.3,"46","שמעוני דוד,1 ",תיכון היובל, , ,"672"
"2726","15",דן,"6400",הרצליה,70.4,"46","שמעוני דוד,1 ",תיכון היובל, , ,"672"
"2727","15",דן,"6400",הרצליה,107.1,"51","שד נוה עובד,6 ",מתנס נוף ים,כ,כ,"544"
"2728","15",דן,"6400",הרצליה,107.2,"51","שד נוה עובד,6 ",מתנס נוף ים,כ, ,"544"
"2729","15",דן,"6400",הרצליה,107.3,"51","שד נוה עובד,6 ",מתנס נוף ים,כ, ,"544"
"2730","15",דן,"6400",הרצליה,130,"55","יהודה הנשיא,92 ",אשכול פיס זאב, , ,"657"
"2731","15",דן,"6400",הרצליה,131,"55","יהודה הנשיא,92 ",אשכול פיס זאב, , ,"697"
"2732","15",דן,"267",כפר שמריהו,1,"1","הנוטע,6 ",בית וויל,כ,כ,"569"
"2733","15",דן,"267",כפר שמריהו,2,"5","קרן היסוד,23 ",בית עליזה, , ,"722"
"2734","15",דן,"267",כפר שמריהו,3,"1","הנוטע,6 ",בית וויל, , ,"657"
"2735","15",דן,"8600",רמת גן,1,"37","אנה פרנק,12 ",מכללת שנקר, , ,"602"
"2736","15",דן,"8600",רמת גן,2,"37","אנה פרנק,12 ",מכללת שנקר, , ,"636"
"2737","15",דן,"8600",רמת גן,5,"120","אנה פרנק,10 ",מכללת שנקר מבנה וסביבה, , ,"542"
"2738","15",דן,"8600",רמת גן,10,"120","אנה פרנק,10 ",מכללת שנקר מבנה וסביבה, , ,"587"
"2739","15",דן,"8600",רמת גן,11,"37","אנה פרנק,12 ",מכללת שנקר, , ,"610"
"2740","15",דן,"8600",רמת גן,20,"124","הפודים,41 ",מרכז פיס קהילתי, , ,"635"
"2741","15",דן,"8600",רמת גן,22,"124","הפודים,41 ",מרכז פיס קהילתי, , ,"648"
"2742","15",דן,"8600",רמת גן,28.1,"122","סטרומה,10 ",מרכז פיס גאולים,כ,כ,"689"
"2743","15",דן,"8600",רמת גן,28.2,"122","סטרומה,10 ",מרכז פיס גאולים,כ, ,"689"
"2744","15",דן,"8600",רמת גן,28.3,"122","סטרומה,10 ",מרכז פיס גאולים,כ, ,"688"
"2745","15",דן,"8600",רמת גן,33,"37","אנה פרנק,12 ",מכללת שנקר, , ,"515"
"2746","15",דן,"8600",רמת גן,44,"115","שד הילד,8 ",יחדיו- מועדון לגימלאים אקדמאים,כ,כ,"528"
"2747","15",דן,"8600",רמת גן,54.1,"111","הראשונים,1 ",בית דורון,כ,כ,"697"
"2748","15",דן,"8600",רמת גן,54.2,"111","הראשונים,1 ",בית דורון, , ,"697"
"2749","15",דן,"8600",רמת גן,58,"118","בנימין,22 ",מרכז מתיא, , ,"611"
"2750","15",דן,"8600",רמת גן,63,"118","בנימין,22 ",מרכז מתיא, , ,"621"
"2751","15",דן,"8600",רמת גן,64,"37","אנה פרנק,12 ",מכללת שנקר, , ,"601"
"2752","15",דן,"8600",רמת גן,69.1,"68","החשמונאים,15 ",ביטוח לאומי, , ,"673"
"2753","15",דן,"8600",רמת גן,69.2,"68","החשמונאים,15 ",ביטוח לאומי, , ,"673"
"2754","15",דן,"8600",רמת גן,69.3,"68","החשמונאים,15 ",ביטוח לאומי, , ,"673"
"2755","15",דן,"8600",רמת גן,72.1,"38","המעגל,24 ",מרפאה - אגף הרווחה,כ,כ,"366"
"2756","15",דן,"8600",רמת גן,72.2,"38","המעגל,24 ",מרפאה - אגף הרווחה, , ,"365"
"2757","15",דן,"8600",רמת גן,74.1,"125","שד למדן,1 ",בית ספר תיכון זומר, , ,"504"
"2758","15",דן,"8600",רמת גן,74.2,"125","שד למדן,1 ",בית ספר תיכון זומר, , ,"503"
"2759","15",דן,"8600",רמת גן,84,"115","שד הילד,8 ",יחדיו- מועדון לגימלאים אקדמאים, , ,"697"
"2760","15",דן,"8600",רמת גן,87.1,"119","ביאליק,42 ",בית האזרח,כ,כ,"355"
"2761","15",דן,"8600",רמת גן,87.2,"119","ביאליק,42 ",בית האזרח, , ,"354"
"2762","15",דן,"8600",רמת גן,99.1,"80","קריניצי,64 ",בית קריניצי, , ,"660"
"2763","15",דן,"8600",רמת גן,99.2,"80","קריניצי,64 ",בית קריניצי, , ,"659"
"2764","15",דן,"8600",רמת גן,102.1,"126","הזיתים,1 ",מרכז פיס קהילתי יהלום, , ,"688"
"2765","15",דן,"8600",רמת גן,102.2,"126","הזיתים,1 ",מרכז פיס קהילתי יהלום, , ,"687"
"2766","15",דן,"8600",רמת גן,114,"39","שד התמרים,4 ",גן ילדים 31, , ,"546"
"2767","15",דן,"8600",רמת גן,160.1,"128","מוריה,25 ",גני ילדים, , ,"617"
"2768","15",דן,"8600",רמת גן,160.2,"128","מוריה,25 ",גני ילדים, , ,"617"
"2769","15",דן,"8600",רמת גן,160.3,"128","מוריה,25 ",גני ילדים, , ,"616"
"2770","15",דן,"8600",רמת גן,180,"127","נדוני קהיר,14 ",תיכון אלון - ספריה, , ,"639"
"2771","15",דן,"8600",רמת גן,183.1,"31","גדעון,28 ",בית חינוך קורצ'ק,כ,כ,"678"
"2772","15",דן,"8600",רמת גן,183.2,"31","גדעון,28 ",בית חינוך קורצ'ק,כ, ,"677"
"2773","15",דן,"8600",רמת גן,191.1,"33","אינשטיין,16 ",מרכז קהילתי מיאמי ביץ',כ,כ,"517"
"2774","15",דן,"8600",רמת גן,191.2,"33","אינשטיין,16 ",מרכז קהילתי מיאמי ביץ', , ,"517"
"2775","15",דן,"8600",רמת גן,191.3,"33","אינשטיין,16 ",מרכז קהילתי מיאמי ביץ', , ,"515"
"2776","15",דן,"8600",רמת גן,206,"121","אהרונסון שרה,32 ",גן ילדים 71, , ,"669"
"2777","15",דן,"8600",רמת גן,210,"123","הכבאים,8 ",אשכול גנים - ערמונים, , ,"559"
"2778","15",דן,"8600",רמת גן,224,"123","הכבאים,8 ",אשכול גנים - ערמונים, , ,"459"
"2779","15",דן,"8600",רמת גן,250.1,"114","רמת חן,43 ",מרכז קהילתי רמת חן,כ,כ,"372"
"2780","15",דן,"8600",רמת גן,250.2,"114","רמת חן,43 ",מרכז קהילתי רמת חן, , ,"372"
"2781","15",דן,"8600",רמת גן,252,"127","נדוני קהיר,14 ",תיכון אלון - ספריה,כ,כ,"548"
"2782","15",דן,"2650",רמת השרון,49.1,"19","הבנים,46א",מתנס גולן,כ,כ,"667"
"2783","15",דן,"2650",רמת השרון,49.2,"19","הבנים,46א",מתנס גולן,כ, ,"667"
"2784","15",דן,"2650",רמת השרון,49.3,"19","הבנים,46א",מתנס גולן,כ, ,"665"
"2785","16",איילון,"2400",אור יהודה,5.1,"9","שד בגין מנחם,99 ",בית ספר יובלים (כיתות ט'-י'),כ,כ,"693"
"2786","16",איילון,"2400",אור יהודה,5.2,"9","שד בגין מנחם,99 ",בית ספר יובלים (כיתות ט'-י'),כ, ,"693"
"2787","16",איילון,"2400",אור יהודה,5.3,"9","שד בגין מנחם,99 ",בית ספר יובלים (כיתות ט'-י'), , ,"693"
"2788","16",איילון,"2400",אור יהודה,5.4,"9","שד בגין מנחם,99 ",בית ספר יובלים (כיתות ט'-י'), , ,"693"
"2789","16",איילון,"2400",אור יהודה,5.5,"9","שד בגין מנחם,99 ",בית ספר יובלים (כיתות ט'-י'), , ,"693"
"2790","16",איילון,"2400",אור יהודה,6,"57","כצנלסון,18 ",גן דקל, , ,"424"
"2791","16",איילון,"2400",אור יהודה,7,"60","סיני,15 ",מרכז קזז לצעירים, , ,"541"
"2792","16",איילון,"2400",אור יהודה,13,"58","כצנלסון,17 ",גן ערמון, , ,"466"
"2793","16",איילון,"2400",אור יהודה,16,"55","החצב,9 ",מרכז פיס אולם ספורט,כ,כ,"511"
"2794","16",איילון,"2400",אור יהודה,21,"60","סיני,15 ",מרכז קזז לצעירים,כ,כ,"594"
"2795","16",איילון,"2400",אור יהודה,29,"61","שיזף,2 ",אולם ספורט שיזף,כ, ,"664"
"2796","16",איילון,"2400",אור יהודה,41,"61","שיזף,2 ",אולם ספורט שיזף,כ,כ,"512"
"2797","16",איילון,"2400",אור יהודה,43.1,"11","הדדי משה,9 ",אולם ספורט גאון,כ,כ,"668"
"2798","16",איילון,"2400",אור יהודה,43.2,"11","הדדי משה,9 ",אולם ספורט גאון,כ, ,"668"
"2799","16",איילון,"2400",אור יהודה,101,"53","הנרקיס רמת פנקס,7 ",מרכז קהילתי אופק,כ,כ,"400"
"2800","16",איילון,"565",אזור,2,"10","הרצוג,4 ",חטיבת ביניים,כ,כ,"559"
"2801","16",איילון,"565",אזור,3,"14","יצחק שדה,17 ",מתנס אזור,כ,כ,"518"
"2802","16",איילון,"565",אזור,10.1,"9","שד בן גוריון,34 ",גן ילדים פעמונית, , ,"668"
"2803","16",איילון,"565",אזור,10.2,"9","שד בן גוריון,34 ",גן ילדים פעמונית, , ,"667"
"2804","16",איילון,"565",אזור,11,"15","שפינוזה,17 ",מועדון פיס לגיל הזהב,כ,כ,"661"
"2805","16",איילון,"565",אזור,12,"12","שד בן גוריון,34 ",גן ילדים חרצית, , ,"613"
"2806","16",איילון,"565",אזור,13,"10","הרצוג,4 ",חטיבת ביניים,כ, ,"603"
"2807","16",איילון,"565",אזור,14,"10","הרצוג,4 ",חטיבת ביניים,כ, ,"608"
"2808","16",איילון,"6200",בת ים,38,"81","השר פנקס,2א",מתחם גנים ציפורי, , ,"605"
"2809","16",איילון,"6200",בת ים,41,"81","השר פנקס,2א",מתחם גנים ציפורי, , ,"631"
"2810","16",איילון,"6200",בת ים,46,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"587"
"2811","16",איילון,"6200",בת ים,47,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"635"
"2812","16",איילון,"6200",בת ים,55.1,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון,כ,כ,"634"
"2813","16",איילון,"6200",בת ים,55.2,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון,כ,כ,"634"
"2814","16",איילון,"6200",בת ים,55.3,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון,כ, ,"634"
"2815","16",איילון,"6200",בת ים,55.4,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון, , ,"634"
"2816","16",איילון,"6200",בת ים,55.5,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון, , ,"634"
"2817","16",איילון,"6200",בת ים,55.6,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון, , ,"634"
"2818","16",איילון,"6200",בת ים,55.7,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון, , ,"634"
"2819","16",איילון,"6200",בת ים,55.8,"49","רייק חביבה,3 ",ביס שרת - חלק תחתון, , ,"629"
"2820","16",איילון,"6200",בת ים,82.1,"25","סולד הנרייטה,4 ",אולפנת צביה, , ,"571"
"2821","16",איילון,"6200",בת ים,82.2,"25","סולד הנרייטה,4 ",אולפנת צביה, , ,"571"
"2822","16",איילון,"6200",בת ים,82.3,"25","סולד הנרייטה,4 ",אולפנת צביה, , ,"571"
"2823","16",איילון,"6200",בת ים,82.4,"25","סולד הנרייטה,4 ",אולפנת צביה, , ,"568"
"2824","16",איילון,"6200",בת ים,83,"12","רהב,7 ",מכללת בת ים,כ, ,"603"
"2825","16",איילון,"6200",בת ים,86,"12","רהב,7 ",מכללת בת ים,כ,כ,"476"
"2826","16",איילון,"6200",בת ים,87,"12","רהב,7 ",מכללת בת ים,כ, ,"587"
"2827","16",איילון,"6200",בת ים,88,"12","רהב,7 ",מכללת בת ים,כ, ,"594"
"2828","16",איילון,"6200",בת ים,103,"12","רהב,7 ",מכללת בת ים,כ, ,"542"
"2829","16",איילון,"6200",בת ים,138,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"631"
"2830","16",איילון,"6200",בת ים,143,"81","השר פנקס,2א",מתחם גנים ציפורי, , ,"549"
"2831","16",איילון,"6200",בת ים,145,"81","השר פנקס,2א",מתחם גנים ציפורי, , ,"504"
"2832","16",איילון,"6200",בת ים,146,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי,כ,כ,"487"
"2833","16",איילון,"6200",בת ים,147,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"595"
"2834","16",איילון,"6200",בת ים,150.1,"28","בר אילן,40 ",ישיבה תיכונית אדרת,כ,כ,"616"
"2835","16",איילון,"6200",בת ים,150.2,"28","בר אילן,40 ",ישיבה תיכונית אדרת,כ, ,"616"
"2836","16",איילון,"6200",בת ים,150.3,"28","בר אילן,40 ",ישיבה תיכונית אדרת, , ,"616"
"2837","16",איילון,"6200",בת ים,150.4,"28","בר אילן,40 ",ישיבה תיכונית אדרת, , ,"616"
"2838","16",איילון,"6200",בת ים,150.5,"28","בר אילן,40 ",ישיבה תיכונית אדרת, , ,"615"
"2839","16",איילון,"6200",בת ים,206,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"604"
"2840","16",איילון,"6200",בת ים,212,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"667"
"2841","16",איילון,"6200",בת ים,213,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"521"
"2842","16",איילון,"6200",בת ים,215,"4","בר אילן,73 ",תלמוד תורה בני ציון-מבנה מרכזי, , ,"647"
"2843","16",איילון,"6600",חולון,1,"4","נחמיה,13 ",אולפנת רעים (מרכז אפיק),כ, ,"659"
"2844","16",איילון,"6600",חולון,7,"4","נחמיה,13 ",אולפנת רעים (מרכז אפיק),כ,כ,"545"
"2845","16",איילון,"6600",חולון,8.1,"42","ישעיהו,16 ",מרכז קהילתי נווה ארזים,כ,כ,"660"
"2846","16",איילון,"6600",חולון,8.2,"42","ישעיהו,16 ",מרכז קהילתי נווה ארזים,כ, ,"660"
"2847","16",איילון,"6600",חולון,8.3,"42","ישעיהו,16 ",מרכז קהילתי נווה ארזים, , ,"660"
"2848","16",איילון,"6600",חולון,15,"10","חנקין,109 ",מכללת חנקין, , ,"614"
"2849","16",איילון,"6600",חולון,16,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"598"
"2850","16",איילון,"6600",חולון,19,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"510"
"2851","16",איילון,"6600",חולון,23,"10","חנקין,109 ",מכללת חנקין,כ, ,"619"
"2852","16",איילון,"6600",חולון,29,"10","חנקין,109 ",מכללת חנקין,כ,כ,"619"
"2853","16",איילון,"6600",חולון,67.1,"24","שלום עליכם,5 ",אורט מיטרני, , ,"663"
"2854","16",איילון,"6600",חולון,67.2,"24","שלום עליכם,5 ",אורט מיטרני, , ,"663"
"2855","16",איילון,"6600",חולון,67.3,"24","שלום עליכם,5 ",אורט מיטרני, , ,"663"
"2856","16",איילון,"6600",חולון,67.4,"24","שלום עליכם,5 ",אורט מיטרני, , ,"660"
"2857","16",איילון,"6600",חולון,87,"27","קדושי קהיר,14 ",תיכון טומשין, , ,"666"
"2858","16",איילון,"6600",חולון,91,"27","קדושי קהיר,14 ",תיכון טומשין, , ,"620"
"2859","16",איילון,"6600",חולון,99,"10","חנקין,109 ",מכללת חנקין,כ, ,"646"
"2860","16",איילון,"6600",חולון,114,"27","קדושי קהיר,14 ",תיכון טומשין,כ,כ,"617"
"2861","16",איילון,"6600",חולון,125,"94","הסנהדרין,31 ",לזרוס מועדון הגמלאים, , ,"588"
"2862","16",איילון,"6600",חולון,126,"94","הסנהדרין,31 ",לזרוס מועדון הגמלאים, , ,"524"
"2863","16",איילון,"6600",חולון,127,"94","הסנהדרין,31 ",לזרוס מועדון הגמלאים,כ,כ,"496"
"2864","16",איילון,"6600",חולון,130,"38","ברקת ראובן,11 ",גולדטק,כ, ,"624"
"2865","16",איילון,"6600",חולון,132,"38","ברקת ראובן,11 ",גולדטק,כ,כ,"534"
"2866","16",איילון,"6600",חולון,133.1,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס,כ,כ,"599"
"2867","16",איילון,"6600",חולון,133.2,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס,כ,כ,"599"
"2868","16",איילון,"6600",חולון,133.3,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס, , ,"599"
"2869","16",איילון,"6600",חולון,133.4,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס, , ,"599"
"2870","16",איילון,"6600",חולון,133.5,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס, , ,"599"
"2871","16",איילון,"6600",חולון,133.6,"58","הסנהדרין,27 ",מרכז קהילתי לזרוס, , ,"598"
"2872","16",איילון,"6600",חולון,136,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"607"
"2873","16",איילון,"6600",חולון,138,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"642"
"2874","16",איילון,"6600",חולון,139,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"680"
"2875","16",איילון,"6600",חולון,143,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"644"
"2876","16",איילון,"6600",חולון,147,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"660"
"2877","16",איילון,"6600",חולון,155,"38","ברקת ראובן,11 ",גולדטק,כ, ,"675"
"2878","16",איילון,"6600",חולון,157,"38","ברקת ראובן,11 ",גולדטק, , ,"652"
"2879","16",איילון,"6600",חולון,161,"8","הבקעה,3 ",חטיבת ביניים זלמן ארן - בנין ב, , ,"645"
"2880","16",איילון,"6600",חולון,215,"10","חנקין,109 ",מכללת חנקין,כ, ,"639"
"2881","16",איילון,"6600",חולון,223.1,"56","פיכמן,18 ",המרכז לחינוך טכנולוגי,כ,כ,"688"
"2882","16",איילון,"6600",חולון,223.2,"56","פיכמן,18 ",המרכז לחינוך טכנולוגי, , ,"688"
"2883","16",איילון,"6600",חולון,223.3,"56","פיכמן,18 ",המרכז לחינוך טכנולוגי, , ,"688"
"2884","16",איילון,"6600",חולון,223.4,"56","פיכמן,18 ",המרכז לחינוך טכנולוגי, , ,"688"
"2885","16",איילון,"6600",חולון,223.5,"56","פיכמן,18 ",המרכז לחינוך טכנולוגי, , ,"685"
"2886","16",איילון,"6600",חולון,232.1,"75","קרסל גצל,2 ",גימנסיה יצחק נבון,כ,כ,"550"
"2887","16",איילון,"6600",חולון,232.2,"75","קרסל גצל,2 ",גימנסיה יצחק נבון,כ, ,"550"
"2888","16",איילון,"6600",חולון,232.3,"75","קרסל גצל,2 ",גימנסיה יצחק נבון,כ, ,"550"
"2889","16",איילון,"6600",חולון,232.4,"75","קרסל גצל,2 ",גימנסיה יצחק נבון, , ,"547"
"2890","16",איילון,"6600",חולון,254,"38","ברקת ראובן,11 ",גולדטק, , ,"681"
"2891","16",איילון,"6600",חולון,263,"10","חנקין,109 ",מכללת חנקין, , ,"586"
"2892","16",איילון,"6600",חולון,953.1,"78","מוטה גור,6 ",תיכון קוגל,כ,כ,"661"
"2893","16",איילון,"6600",חולון,953.2,"78","מוטה גור,6 ",תיכון קוגל,כ, ,"661"
"2894","16",איילון,"6600",חולון,953.3,"78","מוטה גור,6 ",תיכון קוגל,כ, ,"661"
"2895","16",איילון,"6600",חולון,953.4,"78","מוטה גור,6 ",תיכון קוגל, , ,"661"
"2896","16",איילון,"6600",חולון,953.5,"78","מוטה גור,6 ",תיכון קוגל, , ,"659"
"2897","16",איילון,"22",מקווה ישראל,1,"1",מקווה ישראל,חדר הספריה, , ,"157"
"2898","16",איילון,"2620",קרית אונו,1,"10","שד קרן קימת,45 ",מועדון גלבוע, , ,"543"
"2899","16",איילון,"2620",קרית אונו,2,"10","שד קרן קימת,45 ",מועדון גלבוע, , ,"697"
"2900","16",איילון,"2620",קרית אונו,6,"18","מונטיפיורי,22 ",גן ילדים מונטיפיורי, , ,"678"
"2901","16",איילון,"2620",קרית אונו,7,"26","עגנון,13 ",מחלקת רווחת הגימלאים,כ,כ,"508"
"2902","16",איילון,"2620",קרית אונו,9,"13","המעגל,56 ",גן תות, , ,"592"
"2903","16",איילון,"2620",קרית אונו,23.1,"3",הזמיר,ביס בן-צבי חט' ביניים (פ. י-ם), , ,"485"
"2904","16",איילון,"2620",קרית אונו,23.2,"3",הזמיר,ביס בן-צבי חט' ביניים (פ. י-ם), , ,"485"
"2905","16",איילון,"2620",קרית אונו,23.3,"3",הזמיר,ביס בן-צבי חט' ביניים (פ. י-ם), , ,"485"
"2906","16",איילון,"2620",קרית אונו,24,"18","מונטיפיורי,22 ",גן ילדים מונטיפיורי, , ,"666"
"2907","16",איילון,"2620",קרית אונו,25,"26","עגנון,13 ",מחלקת רווחת הגימלאים,כ, ,"608"
"2908","16",איילון,"2620",קרית אונו,29.1,"9","הרצל,66 ",בית נועם,כ,כ,"535"
"2909","16",איילון,"2620",קרית אונו,29.2,"9","הרצל,66 ",בית נועם,כ, ,"534"
"2910","16",איילון,"2620",קרית אונו,32.1,"20","המעגל,56 ",גן שקד, , ,"379"
"2911","16",איילון,"2620",קרית אונו,32.2,"29","המעגל,3 ",גן אלה, , ,"378"
"2912","16",איילון,"2620",קרית אונו,33,"26","עגנון,13 ",מחלקת רווחת הגימלאים,כ, ,"623"
"2913","16",איילון,"2620",קרית אונו,35.1,"19",סנה משה,גן ילדים -גני אילן, , ,"518"
"2914","16",איילון,"2620",קרית אונו,35.2,"19",סנה משה,גן ילדים -גני אילן, , ,"517"
"2915","16",איילון,"2620",קרית אונו,40.1,"24",הזמיר,תפוח פייס,כ,כ,"694"
"2916","16",איילון,"2620",קרית אונו,40.2,"24",הזמיר,תפוח פייס,כ, ,"694"
"2917","17",אשקלון,"819",אביגדור,1,"1",אביגדור,חדר תרבות,כ,כ,"607"
"2918","17",אשקלון,"400",אבן שמואל,1,"1",אבן שמואל,בית התרבות,כ,כ,"519"
"2919","17",אשקלון,"400",אבן שמואל,2,"1",אבן שמואל,בית התרבות, , ,"550"
"2920","17",אשקלון,"67",אור הנר,1,"1",אור הנר,בית-התרבות -בית מרדכי,כ,כ,"630"
"2921","17",אשקלון,"2012",אורות,1,"1",אורות,ספריה,כ,כ,"443"
"2922","17",אשקלון,"1157",אחווה,1,"1",אחווה,מקלט מוגן, , ,"181"
"2923","17",אשקלון,"821",אחוזם,1,"1",אחוזם,מועדון אחוזם, , ,"404"
"2924","17",אשקלון,"338",איבים,1,"1",איבים,כפר עולים,כ,כ,"188"
"2925","17",אשקלון,"37",איתן,1,"1",איתן,מועדון,כ,כ,"380"
"2926","17",אשקלון,"1365",אליאב,1,"1",אליאב,אולם אירועים, , ,"331"
"2927","17",אשקלון,"772",אמונים,1.1,"1",אמונים,מרכז קהילתי,כ,כ,"368"
"2928","17",אשקלון,"772",אמונים,1.2,"1",אמונים,מרכז קהילתי, , ,"367"
"2929","17",אשקלון,"23",אמציה,1,"1",אמציה,מועדון,כ,כ,"149"
"2930","17",אשקלון,"714",ארז,1,"1",ארז,חדר ישיבות גדול במועדון,כ,כ,"473"
"2931","17",אשקלון,"70",אשדוד,1.1,"102","אורט,3 ",בית ספר עלית שובו, , ,"625"
"2932","17",אשקלון,"70",אשדוד,1.2,"102","אורט,3 ",בית ספר עלית שובו, , ,"625"
"2933","17",אשקלון,"70",אשדוד,1.3,"102","אורט,3 ",בית ספר עלית שובו, , ,"625"
"2934","17",אשקלון,"70",אשדוד,1.4,"102","אורט,3 ",בית ספר עלית שובו, , ,"622"
"2935","17",אשקלון,"70",אשדוד,8.1,"31","ההסתדרות,8 ",בית הקשיש, , ,"503"
"2936","17",אשקלון,"70",אשדוד,8.2,"31","ההסתדרות,8 ",בית הקשיש, , ,"502"
"2937","17",אשקלון,"70",אשדוד,20,"35","ההסתדרות,19 ",בית ילדים נווה גלים,כ,כ,"673"
"2938","17",אשקלון,"70",אשדוד,28,"36",הראשונים,בית חינוך לעיוורים - בית-מינה,כ,כ,"497"
"2939","17",אשקלון,"70",אשדוד,34.1,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2940","17",אשקלון,"70",אשדוד,34.2,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2941","17",אשקלון,"70",אשדוד,34.3,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2942","17",אשקלון,"70",אשדוד,34.4,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2943","17",אשקלון,"70",אשדוד,34.5,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2944","17",אשקלון,"70",אשדוד,34.6,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"627"
"2945","17",אשקלון,"70",אשדוד,34.7,"79","חטיבת הנגב,30 ",בית מלכה - מרכז חינוכי לבנות, , ,"624"
"2946","17",אשקלון,"70",אשדוד,68,"66","קרן היסוד,12 ",מועדון גימלאי העיריה, , ,"606"
"2947","17",אשקלון,"70",אשדוד,99,"51","הסייפן,5 ",מועדון הקשיש רובע ח',כ,כ,"606"
"2948","17",אשקלון,"70",אשדוד,128,"39","פתח תקווה,12 ",אולפנא תורנית מדעית לבנות,כ, ,"588"
"2949","17",אשקלון,"70",אשדוד,130,"39","פתח תקווה,12 ",אולפנא תורנית מדעית לבנות,כ,כ,"463"
"2950","17",אשקלון,"70",אשדוד,161,"51","הסייפן,5 ",מועדון הקשיש רובע ח',כ, ,"671"
"2951","17",אשקלון,"70",אשדוד,165,"59","העצמאות,54 ",מרכז להשכלת מבוגרים (אופק), , ,"612"
"2952","17",אשקלון,"70",אשדוד,167,"59","העצמאות,54 ",מרכז להשכלת מבוגרים (אופק), , ,"694"
"2953","17",אשקלון,"70",אשדוד,184.1,"74","רב ינאי,3 ",סמינר בנות - חסידי גור,כ,כ,"605"
"2954","17",אשקלון,"70",אשדוד,184.2,"74","רב ינאי,3 ",סמינר בנות - חסידי גור,כ, ,"605"
"2955","17",אשקלון,"70",אשדוד,184.3,"74","רב ינאי,3 ",סמינר בנות - חסידי גור, , ,"605"
"2956","17",אשקלון,"70",אשדוד,184.4,"74","רב ינאי,3 ",סמינר בנות - חסידי גור, , ,"605"
"2957","17",אשקלון,"70",אשדוד,184.5,"74","רב ינאי,3 ",סמינר בנות - חסידי גור, , ,"605"
"2958","17",אשקלון,"70",אשדוד,184.6,"74","רב ינאי,3 ",סמינר בנות - חסידי גור, , ,"602"
"2959","17",אשקלון,"70",אשדוד,191,"39","פתח תקווה,12 ",אולפנא תורנית מדעית לבנות, , ,"551"
"2960","17",אשקלון,"70",אשדוד,194,"39","פתח תקווה,12 ",אולפנא תורנית מדעית לבנות, , ,"530"
"2961","17",אשקלון,"70",אשדוד,196,"51","הסייפן,5 ",מועדון הקשיש רובע ח',כ, ,"697"
"2962","17",אשקלון,"70",אשדוד,207.1,"28","קרן היסוד,16 ",מתנס ד,כ,כ,"587"
"2963","17",אשקלון,"70",אשדוד,207.2,"28","קרן היסוד,16 ",מתנס ד,כ, ,"587"
"2964","17",אשקלון,"70",אשדוד,207.3,"28","קרן היסוד,16 ",מתנס ד, , ,"586"
